rpm,fuel_rate,turbo_speed,boost_pressure,MAP,IAT,MAF,EGT,exhaust_pressure,VGT,DPF_delta,ambient_pressure
1664.8291445732211,89.83431426841628,63625.07547509917,1.475963194123847,2.455654502981919,298.5781404935089,1000.0,798.6269843239712,3.5,44.03801587328986,50319.83922779271,0.9939387907202067
1647.5642409118866,90.74773841221749,63554.681157324645,1.481527756592172,2.474296567263758,298.04928502903095,1000.0,796.8582195393175,3.5,40.716577726289785,50020.2385884141,0.9939252934954688
1636.7665777859659,88.58916999294013,63488.042312992184,1.456512323733111,2.448195945181525,297.710824028878,1000.0,794.2147835893605,3.5,41.386669282719225,50033.48383996748,0.9935402112150524
1648.954465121879,92.77138252211743,63593.89297064927,1.4493979743669532,2.4411028623091386,298.479842312111,1000.0,818.4963710768318,3.5,39.86841252586225,50652.03924292046,0.9939016068205608
1641.1804118477742,88.0920828618547,63373.10844159233,1.4620241695990102,2.4540931725189328,298.528381086785,1000.0,794.5513401110709,3.5,41.23365660757188,50178.64381849157,0.9944148742536741
1636.0396940998726,87.87318323054227,63196.05279682237,1.4346431146906273,2.4407437674801744,298.4911581289019,1000.0,807.991912305326,3.5,42.78219091581214,50416.59665757918,0.9946724246443969
1622.3988822779515,91.66948985887126,63176.90194975119,1.4614017737798735,2.452287285532611,298.5409838114457,1000.0,804.8659754408532,3.5,39.15187701949471,50088.22532933516,0.994106126914794
1625.8107812970136,91.63172220142171,63141.483792003244,1.462039598535922,2.4735665198512855,297.88075550490356,1000.0,811.7655407877985,3.5,40.95665050843666,50095.38130928954,0.992869176203916
1635.659085426521,87.51124703823004,63042.96129504863,1.4594541937434524,2.461007983364665,298.2917855849008,1000.0,789.8456088064067,3.5,40.20663908211814,50541.850742399045,0.9932819571308525
1631.6892329279517,94.72230534942831,63372.418964962264,1.470847422227513,2.4656377258315514,298.6487858319469,1000.0,814.2652358271239,3.5,41.7329973318183,50218.75129756402,0.9930584943455267
1633.9951095171346,89.50214889965429,63210.92933545629,1.485758382449205,2.486384591359825,297.95995114796835,1000.0,804.473821049071,3.5,42.590925707679226,50442.798098250656,0.9941122963975616
1622.4027312990709,88.39043722946941,63054.878473712415,1.4628676916069108,2.458121966593885,297.15359321237355,1000.0,792.2629334212688,3.5,42.77519898091266,50697.535106781696,0.9947985565879361
1631.911516633841,85.24168460969886,62784.005517003476,1.41291453562425,2.416776975241267,297.4060868518638,1000.0,783.2486164955134,3.5,44.78521556757247,50412.19868167962,0.9946838201464693
1609.1209671445308,87.29792691026262,62753.658253263275,1.4506432681181336,2.458812890683686,297.37632417383287,1000.0,787.2393501930526,3.5,40.19576330863935,50479.50580000138,0.9937568896748912
1609.2744630598247,86.31028507008745,62608.30291464856,1.4463220017912768,2.4334665826711004,297.4330828464585,1000.0,800.3706481268975,3.5,40.98024725567125,50128.49945030704,0.9933715760780294
1600.4339917056616,89.57468535528807,62668.3575592092,1.4463563547964071,2.446011766804976,297.7478972674203,1000.0,805.227372400202,3.5,41.82200767378113,50248.9203013711,0.9941844381968683
1616.9156444854693,90.2679882343134,62792.42312048215,1.4869898865392535,2.4887806849191576,297.9099804436645,1000.0,800.7329028500412,3.5,39.0796140680508,50432.00666370311,0.9938741714402749
1616.7319428927656,86.81438022169402,62637.54670445428,1.448367088257992,2.4269349190865013,297.749287522838,1000.0,792.849645009724,3.5,40.30516374277252,50093.503168576986,0.9930486742434824
1613.5302356170878,89.0866272684562,62741.92014987084,1.4708352995884215,2.4588692397484078,297.7400309548418,1000.0,802.907923340481,3.5,41.114490722983504,50285.20339678445,0.9920461448788446
1614.9953770953202,86.98472393606971,62597.60116201342,1.433573340071025,2.420181340791844,297.3563571733978,1000.0,788.2405245398656,3.5,39.87269435899721,50308.95363494061,0.9941993273363561
1643.1379396835584,91.69800649662346,62707.31299898855,1.4698180487729526,2.4663186408128106,297.94607723375844,1000.0,809.7139240983729,3.5,37.90753187007592,50459.53913932943,0.9960307861022104
1627.1236332428196,88.79175606037553,62678.68364613777,1.489639926147653,2.481646956594337,298.5849156447077,1000.0,799.763007365424,3.5,41.205824827090275,50405.85638823786,0.9944966719314748
1647.6531066058049,88.07049441059225,62651.85036862143,1.4582245148996003,2.450355007172374,298.4502122274854,1000.0,804.5723740937926,3.5,37.56679262502153,50244.51664974757,0.9924574397537147
1628.086064098232,90.45916951657175,62744.827790671625,1.4401217306319365,2.4521637426175418,298.927783387736,1000.0,801.5895651881141,3.5,39.4111633263611,50170.22023209487,0.9923947606564415
1631.2957627592455,89.03960475927562,62695.00591972703,1.5177050505381204,2.520719742068263,298.79025753916017,1000.0,808.3559774939462,3.5,43.48744217354011,50090.63537321131,0.9918189424157968
1607.199067955382,88.58683686421787,62584.78075552735,1.4481132626759785,2.4328631641930003,299.2310774176349,1000.0,794.0950364058775,3.5,42.366555056237864,50457.91396211056,0.9935060840508694
1635.840317562434,86.67163067716248,62473.748343277184,1.4503611656863586,2.433227706519563,299.2553382316073,1000.0,789.8905703042429,3.5,40.8323285793663,50384.611474805315,0.9926420932811896
1610.7992383456133,89.4286376448037,62450.01196479374,1.4549828585901665,2.4373932757806336,299.279380704938,1000.0,793.3092963554095,3.5,38.671839312152414,50490.791012486676,0.9910145508433064
1602.145860302766,89.623899472246,62405.255058989125,1.4611163892864245,2.447215275213036,299.5679167685282,1000.0,802.7954986204983,3.5,43.648369761250514,50206.930245083786,0.9902176555878359
