rpm,fuel_rate,turbo_speed,boost_pressure,MAP,IAT,MAF,EGT,exhaust_pressure,VGT,DPF_delta,ambient_pressure
1664.8291445732211,89.61150677223915,64304.401002792576,1.4538609175013375,2.4463828975068367,299.8488219502411,1000.0,798.7989756065153,4.5,40.39452714061806,50412.737855484826,0.9968024406472614
1703.221465038788,93.2893835049959,64465.374734974044,1.4851273031003505,2.480603223884899,299.53104208010376,1000.0,816.3376391665646,4.5,41.65051524900349,50113.80819640436,0.9970934746485236
1719.601349004153,98.79463832278302,65012.88692798283,1.5315626180041004,2.5136060174654737,299.9178922885206,1000.0,831.7424894501697,4.5,40.87518013932357,50654.613704041694,0.9955101804349867
1733.0163339557844,95.351682156991,65166.6264797665,1.5508155693776378,2.537165938296797,299.71270063417745,1000.0,825.7260753065947,4.5,39.07800327550269,50602.717383085794,0.995332448313716
1744.9502659142236,97.36958200639825,65459.28479211092,1.5633484950211056,2.567655404153605,299.00332540488176,1000.0,829.2795236774789,4.5,37.33777096707652,50597.27159714222,0.9952715842262413
1741.7678445885492,93.38176695289651,65481.01135718522,1.5165049422632741,2.519879643650805,299.0911020518592,1000.0,814.8790552720956,4.5,39.503471101766905,49837.64654807315,0.9966434463597911
1746.9506137468807,93.67769624994028,65457.9414704979,1.5519503706709803,2.5463859940524594,298.61957364762554,1000.0,812.4859961291713,4.5,39.40593609832482,50288.08513018217,0.9946211314265954
1737.0628792103334,94.03165570781906,65517.087253277175,1.5419368562428006,2.525399882858639,298.6158835726533,1000.0,823.0664425600706,4.5,42.21961003179534,50662.73520960504,0.994960952390782
1757.947765512712,93.20231934550374,65487.53468722764,1.5145421560519061,2.5168675651846146,298.6204557455233,1000.0,818.7145241989857,4.5,41.377542530625824,50332.901312217225,0.9958345418064174
1752.1237995280628,92.93049776559637,65413.58210607564,1.5128537340155381,2.5079934951754175,299.89003710365796,1000.0,820.9481745272136,4.5,38.44436433751244,50483.174453703956,0.9971984283308345
1770.3798614827645,95.97562184021338,65623.7477438602,1.519113122151276,2.5101248618969856,300.257287636098,1000.0,830.4769039460755,4.5,40.871144434331,50608.72491219518,0.9985235339923487
1757.3652451330738,95.22911127033618,65591.30075225123,1.5885004185675038,2.5891709888320587,300.526267637944,1000.0,823.6026745295657,4.5,40.241849537438554,50414.06646833673,0.9997329159630354
1755.3061678766067,94.59646431117521,65684.02644132286,1.5217750784597335,2.528266945113803,300.06324432833827,1000.0,824.5090906761668,4.5,40.417530484396934,50231.21572687265,0.99939077425043
1771.1675205095423,95.66121167637992,65836.63852534078,1.546084246181683,2.548952217301871,299.761292142096,1000.0,829.785759062766,4.5,39.36250659093919,50680.49862721234,1.0002958962103865
1785.990559667104,96.69011903586372,65975.87564559485,1.5366448254115397,2.518199827654292,299.7414740710762,1000.0,827.2839727072625,4.5,37.79763881745306,50367.96080873262,0.9994399672925571
1809.396261784097,97.53588531491778,66172.97980251748,1.5549668370623377,2.560190980014514,300.15585705987866,1000.0,829.4447945241958,4.5,35.78756435526049,50297.4954806179,1.0008034027835089
1834.3157877432193,97.73166780063538,66287.20899993638,1.5905456627244077,2.57934715470193,300.34450519260884,1000.0,829.6819198790363,4.5,37.76157450947647,50830.1806695741,1.0020698096388818
1834.024155629726,96.52185522470675,66238.43007546477,1.5480095448276991,2.5469657744058942,301.00613709618443,1000.0,840.4539974781046,4.5,41.11923772922715,50391.06357555214,1.003612877290741
1834.9376047364833,99.72246914120707,66495.5901595545,1.572191847127352,2.5823093134607435,301.34956135256743,1000.0,838.5081326532547,4.5,40.46518475618953,50402.73678159734,1.0057241949323572
1825.604047262889,97.29715637948851,66630.5954512688,1.5717838055106308,2.5697770200064483,301.7879386775436,1000.0,825.5728093437558,4.5,41.029279497727785,50757.65109115438,1.005094494075092
1819.011279130775,96.89562838983352,66669.47823132004,1.5764107980403341,2.5797440304803216,301.66832627860873,1000.0,839.7033588250735,4.5,35.005639848721216,50349.68451697482,1.0060436370628731
1837.0851229574534,96.1314611291496,66694.85593417907,1.5497376855826532,2.5617294354106583,302.5535420368921,1000.0,834.0120547488564,4.5,39.6642033154886,50535.56001404415,1.0039536193142429
1850.1732468289106,101.42245631861006,66940.2947315514,1.5865847694135033,2.5852849949970875,302.40237991585394,1000.0,853.7897398544064,4.5,39.32075373226323,50547.458109356034,1.0055236515947856
1828.4890972418293,96.44968708333808,66860.6032845773,1.6056837128258779,2.61574325865889,302.4295552048232,1000.0,837.7380036286283,4.5,41.49008275984069,50407.92365959747,1.0059972789825131
1843.1337341390458,95.89127065260358,66843.89985349492,1.5642963719012628,2.5741969946620475,301.4732019462911,1000.0,830.0149361734757,4.5,40.29307660919327,50392.468940558065,1.004187147657517
1842.0295674021672,98.18283968961434,66930.56174961939,1.5209272157214482,2.516377060350206,301.61256346377644,1000.0,834.7814813793702,4.5,40.58151618762708,50768.060242780215,1.0044627828154045
1846.7164446186364,98.33214412589699,66871.0879048168,1.563565742728519,2.5719932334016726,301.19861692431857,1000.0,836.2036625032091,4.5,39.25080223760164,50698.45222507184,1.0060041538123226
1862.1151423169176,99.98330920376883,66963.01448772117,1.5448629077236853,2.564876799129054,301.02746260500635,1000.0,841.2515044369177,4.5,35.03669565064705,50403.522884321144,1.0055705034855507
1882.1318269298797,102.51497849979599,67294.38967818035,1.6057126064836624,2.6208451936209984,301.0243630351694,1000.0,850.9932855816827,4.5,35.65468102821422,50649.0953434786,1.0039058102893557
1893.3423474040567,100.4749725516117,67582.98266783792,1.5631839641544651,2.5643589471313994,300.74485028855247,1000.0,832.4009593750372,4.5,39.00466905962223,50613.62867558345,1.0030903112160672
1911.411873492694,103.57219437086349,67813.46837711723,1.6050095972925449,2.600606612662603,301.9319211602528,1000.0,859.9033149086937,4.5,37.932001186822035,50766.45578261177,1.0018622571969436
1896.827845276833,101.3721694755838,68038.18566065014,1.5821651718724583,2.577296790485711,301.908025721566,1000.0,845.4881726667784,4.5,40.2669989479307,50739.742746830256,1.001675352074383
1906.6323591968628,99.90645945937986,68026.71796069856,1.5826256423240792,2.599840351940712,301.7139911266673,1000.0,832.0741746789461,4.5,38.489740805130445,50524.800040972026,1.003257390257347
1901.211016605458,100.93346054696873,68044.48190746104,1.5513807039739844,2.560655932475864,301.44140652700133,1000.0,845.1416212272742,4.5,39.76263720692764,50375.09135923347,1.0024288064863283
1893.2223120721521,102.10758879699883,68179.95282206502,1.589735311888272,2.5941999569567393,301.15912802536656,1000.0,847.7583322213675,4.5,35.20803613645322,50702.9501540185,1.0016670715706004
1876.1351861433038,100.81752024234643,68410.91639012638,1.6288792964992522,2.63766078088397,301.53925357268423,1000.0,857.2925663733085,4.5,35.212759449450104,50551.51596241154,1.0010651028917041
1877.4760949304887,101.31846396512073,68547.02001181898,1.6050837107606044,2.612171973700407,301.38001431735904,1000.0,835.9963387923196,4.5,37.33250059362982,50717.12451857153,1.0016534314101648
1873.724255914371,102.77564791696253,68580.90166253323,1.6144077030371888,2.62271193226806,301.388041026681,1000.0,853.0813321216755,4.5,38.213689946518876,50589.81937441994,1.0000731794734212
1882.2583060314157,98.80796187841554,68392.33331653057,1.6041324611110221,2.5933737910826618,301.1443435147204,1000.0,844.995622379478,4.5,37.201635004678536,50643.15853608503,1.000155234344574
1901.5629304891597,100.53700829001215,68333.76951304844,1.5712087221747666,2.5755595030498135,301.6486449896448,1000.0,841.4872485903666,4.5,40.39091274233064,50333.78442011434,1.0015411376658652
1866.6921355673737,100.21815931863391,68495.18203811758,1.6136369172442395,2.618270768854903,301.75707550813627,1000.0,836.126769821922,4.5,38.02684377270433,50525.58751642348,1.002131412284927
1865.3387206065306,101.35834049701802,68692.9302770096,1.630851801797678,2.6108468368100293,301.4656752074298,1000.0,850.3301744396654,4.5,35.59175652097327,50227.84662799684,1.0032024087521323
1861.4276931331533,97.36935970998935,68420.08833755933,1.552265311833754,2.545138584987068,302.0059051419325,1000.0,827.9560953555972,4.5,39.194765439270505,50480.1760854557,1.0030451948587678
1851.2641999421478,99.46141365883285,68266.18783943649,1.6251746896706785,2.6041962977986426,301.45235291463246,1000.0,833.7401094095303,4.5,37.77803635451073,50548.38383474719,1.0056151216984581
1847.4418809165622,98.69108024221161,68187.42371427541,1.576856936295097,2.581510256414705,301.69501091291266,1000.0,833.4782494400802,4.5,38.77606814789724,50448.92136716512,1.005545531875545
1854.9490437078716,97.22214106005546,67966.45093188307,1.6142126303614395,2.609921920599077,301.8213886666816,1000.0,826.7023798290473,4.5,41.17405810948945,50197.27683237677,1.0057801838807001
1842.704462572049,101.40918536679776,67924.67479146263,1.59107759961147,2.6044061327068566,300.9446539585563,1000.0,845.7052167969604,4.5,42.533539086579395,50663.86922296393,1.0036103061936592
1833.3616450255297,97.52093949262154,67690.7105128224,1.5690944933303352,2.5799797476959525,301.3034497484528,1000.0,840.3832212847111,4.5,39.79323044590626,50419.939731875136,1.0056158802392992
1845.460543744235,99.66890391061536,67539.62827150951,1.5709753687410593,2.590585390187226,300.5414421275893,1000.0,843.6056635446535,4.5,42.8882450950038,50433.65941736366,1.0061969022491652
1846.890355848451,99.32409114076945,67613.81539735508,1.579182967785922,2.5861155170651338,301.03500322765365,1000.0,837.7443167290706,4.5,38.42589650009393,50176.07519228977,1.004507345023087
1840.8846354457012,99.695235369772,67693.52111282038,1.5847546862624222,2.601051853268393,300.37532928308497,1000.0,844.919665347616,4.5,40.95367007024865,50707.539374372835,1.0056514802257035
1834.0784708176545,99.65536598887262,67604.44268990599,1.6102272647830294,2.61552122700316,300.2686930951021,1000.0,845.1164721716232,4.5,38.74638506745896,50285.80208796848,1.0060981199572205
1853.247373256227,98.73002882452786,67597.81884137634,1.5885379983513348,2.582185028503587,300.70257560718755,1000.0,840.7160300335239,4.5,40.73289194239954,50339.08393269553,1.007141665866507
1845.5995095937274,93.93870630803734,67363.56135067972,1.5487975213680325,2.5470186874405654,301.0994045781777,1000.0,813.5914444204619,4.5,36.86527030250644,50165.71744789045,1.0062690352391361
1855.8388581405845,99.03725404452432,67339.46122805518,1.5820469783852995,2.584761785673141,300.31442440934904,1000.0,841.0994573573092,4.5,37.45688744771457,50448.29910708807,1.0078901437969239
1850.237869114936,96.7695152306391,67304.51831761774,1.6157333406274172,2.632296656703678,299.9626143778858,1000.0,830.4832624861538,4.5,38.774267236627146,50545.21384586001,1.0071849330605942
1866.4920139235182,98.14697924372517,67305.63006595086,1.5752652938437839,2.588447153421438,299.5421599788619,1000.0,817.5177301452399,4.5,41.02962380981108,50532.72253462204,1.006234249269189
1886.3501359803265,98.47807536934053,67195.6317333198,1.5835125607026383,2.5978298767524897,299.753002440818,1000.0,840.4738217029103,4.5,41.47556358491587,50340.886994165485,1.0071672459118395
1893.5585675914876,100.32544033891358,67273.41725193844,1.5860348900578525,2.601780074957691,299.64014561703334,1000.0,843.3667785454905,4.5,39.85573628670899,50237.66694766721,1.007567657941078
1915.985573774249,102.50256320318945,67552.67807864671,1.604972588110429,2.617834351479388,298.91939849300155,1000.0,849.5368530737513,4.5,38.224963835974926,50189.32029692324,1.0087766398851845
1930.4607981901972,101.76642371765841,67735.47126907167,1.6222824104077578,2.6120138745329293,299.2854602966681,1000.0,842.5987693605132,4.5,38.74021240924798,50734.033022804055,1.006741399644559
1947.2885960316,106.10502600529766,68124.90627996314,1.646809627116744,2.650258095296069,300.1155287733922,1000.0,861.9760349116863,4.5,36.370954116620695,50813.55206434771,1.0055141398636382
1942.1439586070605,104.26343329303194,68359.93741959974,1.6354281784337688,2.632221170602267,300.3454932863033,1000.0,864.5328357653862,4.5,35.05286053355274,50576.61986755347,1.0062366799439284
1947.7686276821562,101.99074074639165,68323.6457370234,1.5984206606980915,2.613023458361337,300.6278438175714,1000.0,849.4781947389569,4.5,36.66316410234717,51035.51896072613,1.004645275296432
1940.330635012047,105.21787315496466,68506.28194442298,1.6224109535655786,2.6505054869607254,300.4961828662644,1000.0,864.5572272472504,4.5,35.68708882491217,50613.218005832634,1.0040742705767924
1936.292843036826,102.81685258018169,68586.05176569872,1.6096054287877959,2.6102187488881587,300.8078377695917,1000.0,848.768051916951,4.5,38.47571573768864,50636.258238501316,1.0050631533141015
1946.5145192421853,102.29017835224943,68717.35600997978,1.6625598861850805,2.665245101557691,301.00850958310406,1000.0,845.5909819146173,4.5,37.6733759410688,50772.92404822337,1.0063804315408327
1990.9896745179963,105.25722907455462,68855.32829639393,1.6580960647418812,2.662866906275713,301.11430706829424,1000.0,866.4488460790085,4.5,34.744396889381825,50294.11269932469,1.0058781758246385
2021.0157310559482,106.59087558113426,69256.18011715247,1.624228681668585,2.6440541670264395,301.38073701470097,1000.0,869.1857905683285,4.5,38.04188321349727,50574.882909594846,1.0060574504290651
1996.2583629053818,105.58673216179045,69391.33603211644,1.6539547865314093,2.657988221141067,301.54034868579873,1000.0,857.1130284034622,4.5,35.23497260432649,50301.89274009886,1.0049018823809595
1992.1724233478847,101.31339553978609,69280.625574454,1.6333623869685017,2.6453430631121235,301.12115494023976,1000.0,853.0903241218518,4.5,37.891251570289796,50787.24734007838,1.0035098860437714
1987.6227964188454,106.05842974721953,69427.65644532934,1.6455672004911823,2.6534300734983427,300.6036775079737,1000.0,865.1901983760303,4.5,37.765889771363106,50595.8024335458,1.0033789700710016
2003.9107915468626,101.83009943119622,69543.7698403691,1.6166295059923752,2.631383617676989,300.74196208427117,1000.0,851.7275036496605,4.5,37.52248707904746,50938.52776635837,1.004023238230511
2018.3552744835745,107.2971803971542,69716.50427829131,1.6384134105440131,2.657671246789165,301.0761660647423,1000.0,871.3588597705594,4.5,36.534904649470775,50715.445133953595,1.0029465777223334
2039.8829977214252,108.77949240774191,70012.60647397333,1.6850174537994553,2.701431547110884,301.43689920163484,1000.0,876.140754538583,4.5,33.31851848814087,50348.261662393445,1.0035165280276748
2026.6055452364276,110.15832470110976,70203.90607313572,1.7041423166014804,2.723168319630003,301.0868412650323,1000.0,877.3903723561497,4.5,37.64867613699375,50613.77382177166,1.0036862218200269
2026.3065143077404,104.72625622823566,70042.06745800475,1.6638004985407924,2.6656850148801916,301.4268278027907,1000.0,859.1105818645045,4.5,36.33761448266276,50405.7715985936,1.0044113732194087
